Support,Amine 1 or Additive 1,"1°, 2°, 3° Amine Ratio",MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2,Additive 3,Amine 2 or Additive 2  to Amine 1 Ratio,Additive 3 to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),Relative Humidity (%),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),Amine Efficiency (mmol/mmol)
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,400,1.13,11.3,0,100,30,180,75,2.38,0.2
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,756,1.95,10.3,0,100,30,180,50,2.86,0.25
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,3.5,0.31
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,756,1.95,10.3,0,100,30,180,100,2.95,0.25
THMS,BPEI,1.81:1.52:1,600,60,14,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,4.37,0.31
THMS,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,756,1.95,10.3,0,100,30,180,50,3.45,0.21
THMS,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,4.88,0.3
THMS,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,756,1.95,10.3,0,100,30,180,100,4.72,0.29
THMS,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,3.54,0.2
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,720,1.17,9.5,0,100,30,180,75,3.32,0.28
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,525,1.17,8.9,0,100,30,180,75,2.61,0.22
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,752,1.6,8.5,0,100,30,180,75,3.13,0.27
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,621,1.21,7.8,0,100,30,180,75,2.38,0.2
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,800,1.23,6.1,0,100,30,180,75,2.63,0.23
THMS,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,735,1.03,5.6,0,100,30,180,75,2.11,0.18
MCM-41,BPEI,1.22:1.56:1,10000,50,11.67,0,0,0,0,0,968,0.87,3.6,0,100,30,180,75,2.25,0.19
MCM-41,BPEI,1.22:1.56:1,10000,60,14,0,0,0,0,0,968,0.87,3.6,0,100,30,180,75,2.63,0.19
BHMS,BPEI,1.22:1.56:1,10000,50,11.67,0,0,0,0,0,256,1.05,16.5,0,100,30,180,75,1.66,0.14
BHMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,253,1.24,19.6,0,100,30,180,75,2.63,0.23
BHMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,240,1.1,18.4,0,100,30,180,75,2.7,0.24
BHMS,BPEI,1.22:1.56:1,10000,60,13.59,0,0,0,0,0,240,1.1,18.4,0,100,30,180,75,2.72,0.2
BHMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,237,1.38,23.3,0,100,30,180,75,2.93,0.26
BHMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,400,1.13,11.3,0,100,30,180,75,1.7,0.15
BHMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,756,1.95,10.3,0,100,30,180,50,2.5,0.22
BHMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,2.84,0.25
THMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,756,1.95,10.3,0,100,30,180,100,2.34,0.21
THMS,BPEI,1.22:1.56:1,10000,70,15.86,0,0,0,0,0,756,1.95,10.3,0,100,30,180,50,2.61,0.16
THMS,BPEI,1.22:1.56:1,10000,70,15.86,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,3.86,0.24
THMS,BPEI,1.22:1.56:1,10000,70,15.86,0,0,0,0,0,756,1.95,10.3,0,100,30,180,100,3.84,0.24
THMS,BPEI,1.22:1.56:1,10000,75,16.99,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,3.68,0.22
THMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,720,1.71,9.5,0,100,30,180,75,2.88,0.25
THMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,525,1.17,8.9,0,100,30,180,75,2.5,0.22
THMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,752,1.6,8.9,0,100,30,180,75,2.66,0.23
THMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,621,1.21,7.8,0,100,30,180,75,1.91,0.17
THMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,800,1.23,6.1,0,100,30,180,75,1.7,0.15
THMS,BPEI,1.22:1.56:1,10000,50,11.33,0,0,0,0,0,735,1.03,5.6,0,100,30,180,75,1.54,0.14
THMS,BPEI,1.22:1.56:1,10000,70,15.86,0,0,0,0,0,756,1.95,10.3,0,100,30,180,75,4.25,0.27
SBA-15,TEPA,01:05.5,189,19.49,5.16,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,0.85,0.16
SBA-15,TEPA,01:05.5,189,19.49,5.16,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,0.8,0.16
SBA-15,TEPA,01:05.5,189,19.49,5.16,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,0.72,0.14
SBA-15,TEPA,01:05.5,189,28.56,7.56,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.49,0.2
SBA-15,TEPA,01:05.5,189,28.56,7.56,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.49,0.2
SBA-15,TEPA,01:05.5,189,28.56,7.56,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.41,0.19
SBA-15,TEPA,01:05.5,189,39.29,10.39,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,2.15,0.21
SBA-15,TEPA,01:05.5,189,39.29,10.39,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,2.2,0.21
SBA-15,TEPA,01:05.5,189,39.29,10.39,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,2.19,0.21
SBA-15,TEPA,01:05.5,189,49.65,13.13,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,2.57,0.2
SBA-15,TEPA,01:05.5,189,49.65,13.13,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,2.69,0.2
SBA-15,TEPA,01:05.5,189,49.65,13.13,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,2.76,0.21
SBA-15,BPEI,1.81:1.52:1,350,19.37,2.77,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,0.57,0.2
SBA-15,BPEI,1.81:1.52:1,350,19.37,2.77,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,0.57,0.21
SBA-15,BPEI,1.81:1.52:1,350,19.37,2.77,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,0.55,0.2
SBA-15,BPEI,1.81:1.52:1,350,28.03,4,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.07,0.27
SBA-15,BPEI,1.81:1.52:1,350,28.03,4,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.08,0.27
SBA-15,BPEI,1.81:1.52:1,350,28.03,4,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.09,0.27
SBA-15,BPEI,1.81:1.52:1,350,39.59,5.66,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.53,0.27
SBA-15,BPEI,1.81:1.52:1,350,39.59,5.66,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.63,0.29
SBA-15,BPEI,1.81:1.52:1,350,39.59,8.89,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.69,0.19
SBA-15,BPEI,1.81:1.52:1,350,49.21,11.05,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.7,0.15
SBA-15,BPEI,1.81:1.52:1,350,49.21,11.05,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.81,0.16
SBA-15,BPEI,1.81:1.52:1,350,49.21,11.05,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.91,0.17
SBA-15,BPEI,1.42:1.14:1,537,19.82,4.43,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,0.51,0.12
SBA-15,BPEI,1.42:1.14:1,537,19.82,4.43,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,0.52,0.12
SBA-15,BPEI,1.42:1.14:1,537,19.82,4.43,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,0.5,0.11
SBA-15,BPEI,1.42:1.14:1,537,28.48,6.36,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,0.95,0.15
SBA-15,BPEI,1.42:1.14:1,537,28.48,6.36,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,0.98,0.15
SBA-15,BPEI,1.42:1.14:1,537,28.48,6.36,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,0.97,0.15
SBA-15,BPEI,1.42:1.14:1,537,37.76,8.44,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.25,0.15
SBA-15,BPEI,1.42:1.14:1,537,37.76,8.44,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.36,0.16
SBA-15,BPEI,1.42:1.14:1,537,37.76,8.44,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.4,0.17
SBA-15,BPEI,1.42:1.14:1,537,49.2,10.99,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.39,0.13
SBA-15,BPEI,1.42:1.14:1,537,49.2,10.99,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.56,0.14
SBA-15,BPEI,1.42:1.14:1,537,49.2,10.99,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.67,0.15
SBA-15,BPEI,1.35:1.21:1,1020,20.36,4.57,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,0.51,0.11
SBA-15,BPEI,1.35:1.21:1,1020,20.36,4.57,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,0.05,0.01
SBA-15,BPEI,1.35:1.21:1,1020,20.36,4.57,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,0.48,0.1
SBA-15,BPEI,1.35:1.21:1,1020,29.06,6.52,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,0.94,0.14
SBA-15,BPEI,1.35:1.21:1,1020,29.06,6.52,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,0.97,0.15
SBA-15,BPEI,1.35:1.21:1,1020,29.06,6.52,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,0.1,0.01
SBA-15,BPEI,1.35:1.21:1,1020,38.43,8.63,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.27,0.15
SBA-15,BPEI,1.35:1.21:1,1020,38.43,8.63,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.4,0.16
SBA-15,BPEI,1.35:1.21:1,1020,38.43,8.63,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.41,0.16
SBA-15,BPEI,1.35:1.21:1,1020,47.13,10.58,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,25,1.39,0.13
SBA-15,BPEI,1.35:1.21:1,1020,47.13,10.58,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,30,1.52,0.14
SBA-15,BPEI,1.35:1.21:1,1020,47.13,10.58,0,0,0,0,0,270,1.39,20.4,0,0.04,100,120,35,1.61,0.15
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,30,2.07,0.24
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,40,1.95,0.22
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,50,1.54,0.18
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,785,30,2.46,0.28
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.02,200,300,30,1.71,0.2
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.02,200,1057,30,2.17,0.25
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.06,200,300,30,2.41,0.28
MF,TEPA,01:05.5,190,133,34.94,0,0,0,0,0,1300,5.19,24.6,0,0.06,200,459,30,2.46,0.07
MF,TEPA,01:05.5,189,33,8.72,0,0,0,0,0,1300,5.19,24.6,0,0.1,200,300,30,2.46,0.28
MF,TEPA,01:05.5,189,50,13.21,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,30,2.3,0.17
MF,TEPA,01:05.5,189,60,15.85,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,30,2.31,0.15
MF,TEPA,01:05.5,189,67,17.7,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,30,2.39,0.14
MF,TEPA,01:05.5,189,71,18.75,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,30,2.65,0.14
MF,TEPA,01:05.5,189,71,18.75,0,0,0,0,0,1300,5.19,24.6,0,0.1,200,300,30,2.85,0.15
MF,TEPA,01:05.5,189,75,19.81,0,0,0,0,0,1300,5.19,24.6,0,0.04,200,300,30,2.27,0.11
NPREXAD4,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,750,0.98,10,0,100,60,60,75,0.34,0.03
NPRED4020,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,560,2.9,11,0,100,60,60,75,0.62,0.05
PREXAD7,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,380,0.5,35,0,100,60,60,75,1.75,0.15
PREHP2MG,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,570,1.3,48,0,100,60,60,75,2,0.17
PREDA201,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,275,0.8,25,0,100,60,60,75,2.42,0.21
NPREHP20,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,597,1.42,58,0,100,60,60,25,2.33,0.33
NPREHP20,BPEI,1.81:1.52:1,600,40,9.33,0,0,0,0,0,597,1.42,58,0,100,60,60,25,3.28,0.35
NPREHP20,BPEI,1.81:1.52:1,600,45,10.5,0,0,0,0,0,597,1.42,58,0,100,60,60,25,3.72,0.35
NPREHP20,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,597,1.42,58,0,100,60,60,25,4.1,0.35
NPREHP20,BPEI,1.81:1.52:1,600,55,12.83,0,0,0,0,0,597,1.42,58,0,100,60,60,25,2.79,0.22
NPREHP20,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,597,1.42,58,0,100,60,60,75,2.05,0.29
NPREHP20,BPEI,1.81:1.52:1,600,40,9.33,0,0,0,0,0,597,1.42,58,0,100,60,60,75,2.89,0.31
NPREHP20,BPEI,1.81:1.52:1,600,45,10.5,0,0,0,0,0,597,1.42,58,0,100,60,60,75,3.25,0.31
NPREHP20,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,597,1.42,58,0,100,60,60,75,3.58,0.31
NPREHP20,BPEI,1.81:1.52:1,600,55,12.83,0,0,0,0,0,597,1.42,58,0,100,60,60,75,2.62,0.2
NPREHP20,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,597,1.42,58,0,100,60,60,40,4.06,0.24
NPREHP20,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,597,1.42,58,0,100,60,60,60,3.86,0.23
NPREHP20,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,597,1.42,58,0,100,60,60,90,3.18,0.22
NPREHP20,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,597,1.42,58,0,15,60,60,75,2.95,0.21
NPREHP20,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,597,1.42,58,100,15,60,60,75,3.14,0.2
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,35,0.7,0.1
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,40,9.33,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,35,0.85,0.09
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,35,1.2,0.1
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,60,14,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,35,1.34,0.1
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,35,1.64,0.1
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,80,18.67,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,35,0.15,0.01
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,-30,0.83,0.25
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,729,0.94,8.1,78,0.04,200,300,-20,1.81,0.26
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,40,9.33,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,-30,0.57,0.12
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,-30,0.21,0.03
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,-20,0.83,0.12
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,40,9.33,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,-10,0.8,0.11
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,0,0.49,0.07
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,60,14,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,10,0.51,0.07
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,20,0.74,0.1
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,80,18.67,0,0,0,0,0,729,0.94,8.1,0,0.04,60,300,30,0.87,0.12
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,662,0.96,8.4,0,0.04,60,300,35,0.54,0.08
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,40,9.33,0,0,0,0,0,662,0.96,8.4,0,0.04,60,300,35,1.2,0.13
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,50,11.67,0,0,0,0,0,662,0.96,8.4,0,0.04,60,300,35,1.49,0.13
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,60,14,0,0,0,0,0,662,0.96,8.4,0,0.04,60,300,35,1.61,0.12
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,662,0.96,8.4,0,0.04,60,300,35,1.91,0.12
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,662,0.96,8.4,78,0.04,60,300,35,3.48,0.21
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,80,18.67,0,0,0,0,0,662,0.96,8.4,0,0.04,60,300,35,0.1,0.01
ZN,BPEI,1.81:1.52:1,600,20,4.69,0,0,0,0,0,968,1.5,6.2,0,10,-,180,30,0.61,0.13
ZN,BPEI,1.81:1.52:1,600,30,6.7,0,0,0,0,0,968,1.5,6.2,0,10,-,180,30,1.34,0.2
ZN,BPEI,1.81:1.52:1,600,40,9.11,0,0,0,0,0,968,1.5,6.2,0,10,-,180,30,1.64,0.18
ZN,BPEI,1.81:1.52:1,600,50,11.5,0,0,0,0,0,968,1.5,6.2,0,10,-,180,30,1.84,0.16
ZN,BPEI,1.81:1.52:1,600,60,13.86,0,0,0,0,0,968,1.5,6.2,0,10,-,180,30,1.94,0.14
ZN,BPEI,1.81:1.52:1,600,65,14.87,0,0,0,0,0,968,1.5,6.2,0,10,-,180,30,2.23,0.15
ZN,BPEI,1.81:1.52:1,600,65,14.87,0,0,0,0,0,968,1.5,6.2,0,0.04,-,180,30,1.95,0.13
ZN,BPEI,1.81:1.52:1,600,65,14.87,0,0,0,0,0,968,1.5,6.2,10,0.04,-,180,30,2.81,0.19
ZN,BPEI,1.81:1.52:1,600,65,14.87,0,0,0,0,0,968,1.5,6.2,25,0.04,-,180,30,3.33,0.22
ZN,BPEI,1.81:1.52:1,600,65,14.87,0,0,0,0,0,968,1.5,6.2,37.5,0.04,-,180,30,3.11,0.21
ZN,BPEI,1.81:1.52:1,600,70,16.08,0,0,0,0,0,968,1.5,6.2,0,10,-,180,30,2.09,0.13
SBA-15,BPEI,1.81:1.52:1,600,10,2.38,0,0,0,0,0,588,0.97,6.6,0,10,-,180,30,0.31,0.13
SBA-15,BPEI,1.81:1.52:1,600,30,7,0,0,0,0,0,588,0.97,6.6,0,10,-,180,30,0.49,0.07
SBA-15,BPEI,1.81:1.52:1,600,40,9,0,0,0,0,0,588,0.97,6.6,0,10,-,180,30,1.08,0.12
SBA-15,BPEI,1.81:1.52:1,600,50,10.83,0,0,0,0,0,588,0.97,6.6,0,10,-,180,30,1.3,0.12
SBA-15,BPEI,1.81:1.52:1,600,60,13.85,0,0,0,0,0,588,0.97,6.6,0,10,-,180,30,1.8,0.13
MCM-41,BPEI,1.81:1.52:1,600,10,2.18,0,0,0,0,0,1241,0.9,2.9,0,10,-,180,30,0.24,0.11
MCM-41,BPEI,1.81:1.52:1,600,12,2.64,0,0,0,0,0,1241,0.9,2.9,0,10,-,180,30,0.29,0.11
MCM-41,BPEI,1.81:1.52:1,600,15,3.33,0,0,0,0,0,1241,0.9,2.9,0,10,-,180,30,0.4,0.12
MCM-41,BPEI,1.81:1.52:1,600,18,4.09,0,0,0,0,0,1241,0.9,2.9,0,10,-,180,30,0.45,0.11
MCM-41,BPEI,1.81:1.52:1,600,20,4.5,0,0,0,0,0,1241,0.9,2.9,0,10,-,180,30,0.54,0.12
MCM-41,BPEI,1.81:1.52:1,600,30,10,0,0,0,0,0,1241,0.9,2.9,0,10,-,180,30,0.1,0.01
MCM-41,BPEI,1.81:1.52:1,600,40,9.16,0,0,0,0,0,1241,0.9,2.9,0,10,-,180,30,0.03,0
MCM-41,BPEI,1.81:1.52:1,600,20,4.39,0,0,0,0,0,1538,2.23,5.8,0,10,-,180,30,0.79,0.18
MCM-41,BPEI,1.81:1.52:1,600,40,9.16,0,0,0,0,0,1538,2.23,5.8,0,10,-,180,30,1.74,0.19
MCM-41,BPEI,1.81:1.52:1,600,50,11.46,0,0,0,0,0,1538,2.23,5.8,0,10,-,180,30,1.49,0.13
MCM-41,BPEI,1.81:1.52:1,600,60,13.82,0,0,0,0,0,1538,2.23,5.8,0,10,-,180,30,1.52,0.11
MPS,BPEI,1.81:1.52:1,600,29.58,7.75,0,0,0,0,0,330,1.4,16.6,0,100,60,60,30,2,0.26
MPS,BPEI,1.81:1.52:1,600,29.58,7.75,0,0,0,0,0,330,1.4,16.6,0,100,60,60,60,2.29,0.3
MPS,BPEI,1.81:1.52:1,600,29.58,7.75,0,0,0,0,0,330,1.4,16.6,0,100,60,60,90,2.25,0.29
MPS,BPEI,1.81:1.52:1,600,29.58,7.75,0,0,0,0,0,330,1.4,16.6,0,100,60,60,120,1.53,0.2
MPS,BPEI,1.81:1.52:1,600,47.01,12.31,0,0,0,0,0,330,1.4,16.6,0,100,60,60,30,2.27,0.19
MPS,BPEI,1.81:1.52:1,600,47.01,12.31,0,0,0,0,0,330,1.4,16.6,0,100,60,60,30,2.27,0.19
MPS,BPEI,1.81:1.52:1,600,47.01,12.31,0,0,0,0,0,330,1.4,16.6,0,100,60,60,60,2.8,0.23
MPS,BPEI,1.81:1.52:1,600,47.01,12.31,0,0,0,0,0,330,1.4,16.6,0,100,60,60,90,3.69,0.3
MPS,BPEI,1.81:1.52:1,600,47.01,12.31,0,0,0,0,0,330,1.4,16.6,0,100,60,60,120,2.78,0.23
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29,8.02,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,30,1.4,0.18
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29,8.02,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,60,1.63,0.21
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29,8.02,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,90,1.9,0.26
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29,8.02,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,120,1.51,0.19
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66,12.3,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,30,1.61,0.13
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66,12.3,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,30,1.61,0.13
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66,12.3,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,60,2.09,0.16
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66,12.3,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,90,2.91,0.24
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66,12.3,0,0,0,0,0,255.02,0.86,11.71,0,100,60,60,120,2.74,0.23
AC,BPEI,1.81:1.52:1,600,29.13,7.64,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,30,1.85,0.24
AC,BPEI,1.81:1.52:1,600,29.13,7.64,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,60,1.5,0.25
AC,BPEI,1.81:1.52:1,600,29.13,7.64,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,90,1.84,0.2
AC,BPEI,1.81:1.52:1,600,29.13,7.64,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,120,0.56,0.08
AC,BPEI,1.81:1.52:1,600,46.59,12.2,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,30,1.92,0.16
AC,BPEI,1.81:1.52:1,600,46.59,12.2,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,30,1.92,0.16
AC,BPEI,1.81:1.52:1,600,46.59,12.2,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,60,2.75,0.23
AC,BPEI,1.81:1.52:1,600,46.59,12.2,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,90,3.08,0.25
AC,BPEI,1.81:1.52:1,600,46.59,12.2,0,0,0,0,0,1224.86,1.09,6.46,0,100,60,60,120,1.83,0.15
NPREHP20,BPEI,1.81:1.52:1,600,30.98,8.15,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,30,2.92,0.36
NPREHP20,BPEI,1.81:1.52:1,600,30.98,8.15,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,60,2.67,0.33
