Support,Amine 1 or Additive 1,"1°, 2°, 3° Amine Ratio",MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2,Additive 3,Amine 2 or Additive 2  to Amine 1 Ratio,Additive 3 to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),Relative Humidity (%),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),Amine Efficiency (mmol/mmol)
NPREHP20,BPEI,1.81:1.52:1,600,30.98,8.15,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,90,2.32,0.29
NPREHP20,BPEI,1.81:1.52:1,600,30.98,8.15,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,120,1.42,0.18
NPREHP20,BPEI,1.81:1.52:1,600,47.79,12.54,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,30,4.17,0.33
NPREHP20,BPEI,1.81:1.52:1,600,47.79,12.54,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,30,4.17,0.33
NPREHP20,BPEI,1.81:1.52:1,600,47.79,12.54,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,60,4.1,0.33
NPREHP20,BPEI,1.81:1.52:1,600,47.79,12.54,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,90,3.8,0.31
NPREHP20,BPEI,1.81:1.52:1,600,47.79,12.54,0,0,0,0,0,463.59,1.46,14.86,0,100,60,60,120,2.49,0.2
NPREXAD4,BPEI,1.81:1.52:1,600,29.11,20.79,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,30,2.69,0.36
NPREXAD4,BPEI,1.81:1.52:1,600,29.11,20.79,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,60,2.42,0.32
NPREXAD4,BPEI,1.81:1.52:1,600,29.11,20.79,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,90,2.13,0.28
NPREXAD4,BPEI,1.81:1.52:1,600,29.11,20.79,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,120,1.33,0.18
NPREXAD4,BPEI,1.81:1.52:1,600,47.35,33.81,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,30,3.27,0.27
NPREXAD4,BPEI,1.81:1.52:1,600,47.35,33.81,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,30,3.27,0.27
NPREXAD4,BPEI,1.81:1.52:1,600,47.35,33.81,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,60,2.97,0.24
NPREXAD4,BPEI,1.81:1.52:1,600,47.35,33.81,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,90,2.5,0.2
NPREXAD4,BPEI,1.81:1.52:1,600,47.35,33.81,0,0,0,0,0,907.55,1.34,6.54,0,100,60,60,120,1.45,0.12
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,2.66,0.23
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,2.7,0.23
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.71,0.23
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,3.19,0.27
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.79,0.32
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.79,0.32
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.79,0.32
MPS,BPEI,1.88:1.25:1,350,48.6,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.99,0.26
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,2.58,0.22
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,2.44,0.2
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.69,0.23
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,3.1,0.26
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.78,0.32
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.78,0.32
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.9,0.33
MPS,BPEI, 1.83:1.27:1,600,48.2,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,3.05,0.26
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,0.66,0.28
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,0.53,0.23
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,0.43,0.18
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,0.35,0.15
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,0.27,0.11
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,0.27,0.11
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,0.2,0.08
MPS,BPEI,1.43:1.08:1,537,10,2.34,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,0.12,0.05
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,1.15,0.29
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,1.19,0.3
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,1.09,0.27
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,1.1,0.27
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,0.92,0.23
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,0.92,0.23
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,0.83,0.21
MPS,BPEI,1.43:1.08:1,537,17.2,3.99,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,0.63,0.16
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,2,0.29
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,2.14,0.31
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.45,0.35
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.43,0.35
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,2.33,0.3
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,2.33,0.3
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,2.13,0.24
MPS,BPEI,1.43:1.08:1,537,29.9,7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,1.64,0.26
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,2.34,0.26
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,2.35,0.3
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.64,0.33
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.94,0.34
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.04,0.32
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.04,0.32
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,2.89,0.24
MPS,BPEI,1.43:1.08:1,537,37.8,8.95,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.15,0.19
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,2.06,0.19
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,2.02,0.22
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.34,0.28
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.95,0.33
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.54,0.33
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.54,0.33
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.55,0.33
MPS,BPEI,1.43:1.08:1,537,45.3,10.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.71,0.25
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,1.92,0.16
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,2.05,0.17
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.24,0.19
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.81,0.24
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.47,0.29
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.47,0.29
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.47,0.29
MPS,BPEI,1.43:1.08:1,537,49.8,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.71,0.23
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,1.75,0.14
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,1.75,0.14
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.08,0.16
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.53,0.2
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.15,0.25
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.15,0.25
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.56,0.28
MPS,BPEI,1.43:1.08:1,537,54.3,12.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.93,0.23
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,1.79,0.15
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,1.85,0.16
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,2.13,0.18
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.76,0.24
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.45,0.3
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.45,0.3
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.31,0.28
MPS,BPEI,1.43:1.11:1,1020,49.4,11.7,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.6,0.22
MPS,BPEI,1.33:1:1,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,1.37,0.12
MPS,BPEI,1.33:1:1,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,1.45,0.12
MPS,BPEI,1.33:1:1,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,1.93,0.16
MPS,BPEI,1.33:1:1,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.68,0.22
MPS,BPEI,1.33:1:1,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.3,0.28
MPS,BPEI,1.33:1:1,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.3,0.28
MPS,BPEI,1.33:1:1,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.03,0.25
MPS,BPEI,1.33:1:8,6854,50.6,11.9,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.19,0.18
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,30,1.28,0.11
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,45,1.32,0.11
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,60,1.77,0.15
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,75,2.56,0.22
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.22,0.27
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,90,3.22,0.27
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,105,3.11,0.26
MPS,BPEI,1.62:1.57:1,10000,50.4,11.8,0,0,0,0,0,330,1.369,8.04,0,100,60,60,120,2.35,0.2
FS,TEPA,01:05.5,189,68.42,18.1,0,0,0,0,0,198,2.75,56,0,15,50,60,30,2.8,0.15
FS,EB-TEPA,1.48:2.29:1,330,66.66,10.1,0,0,0,0,0.42,198,2.75,56,0,15,50,60,30,2.4,0.24
FS,EB-TEPA,1:3.93:1.73,406,69.83,8.6,0,0,0,0,0.64,198,2.75,56,0,15,50,60,30,2,0.23
FS,EB-TEPA,1:8.71:4.57,478,70.74,7.4,0,0,0,0,0.82,198,2.75,56,0,15,50,60,30,1.54,0.21
CNS,PEHA,1:02:00,232,75.31,19.4,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,25,2.64,0.14
CNS,PEHA,1:02:00,232,81,20.8,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,25,3.09,0.15
CNS,PEHA,1:02:00,232,83.14,21.5,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,25,2.62,0.12
CNS,PEHA,1:02:00,232,85.99,22.3,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,25,2.51,0.11
CNS,PEHA,1:02:00,232,76.25,19.5,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,50,3.11,0.16
CNS,PEHA,1:02:00,232,81,20.7,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,50,3.27,0.16
CNS,PEHA,1:02:00,232,83.14,21.5,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,50,3.1,0.14
CNS,PEHA,1:02:00,232,85.99,22.2,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,50,2.93,0.13
CNS,PEHA,1:02:00,232,76.25,19.4,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,75,4.86,0.25
CNS,PEHA,1:02:00,232,81,20.7,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,75,5.45,0.26
CNS,PEHA,1:02:00,232,81,20.7,0,0,0,0,0,1410,8.41,67.1,0,15,50,180,75,4.22,0.2
CNS,PEHA,1:02:00,232,81,20.7,0,0,0,0,0,1410,8.41,67.1,10,100,50,180,75,5.57,0.27
CNS,PEHA,1:02:00,232,81,20.7,0,0,0,0,0,1410,8.41,67.1,100,15,50,180,40,3.89,0.19
CNS,PEHA,1:02:00,232,83.14,21.6,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,75,5.45,0.25
CNS,PEHA,1:02:00,232,83.14,21.6,0,0,0,0,0,1410,8.41,67.1,10,100,50,180,75,5.43,0.25
CNS,PEHA,1:02:00,232,83.14,21.6,0,0,0,0,0,1410,8.41,67.1,0,15,50,180,75,4.9,0.23
CNS,PEHA,1:02:00,232,85.99,22.1,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,75,5.17,0.23
CNS,PEHA,1:02:00,232,76.25,20.3,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,100,3.24,0.16
CNS,PEHA,1:02:00,232,81,20.7,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,100,4.38,0.21
CNS,PEHA,1:02:00,232,83.14,21.6,0,0,0,0,0,1410,8.41,67.1,0,100,50,180,100,4.36,0.2
CNS,PEHA,1:02:00,232,85.99,22.3,0,0,0,0,0,1410,8.41,67.1,0,100,50,60,100,3.98,0.18
AC,TETA,1:01:00,146,9.09,2.49,0,0,0,0,0,1336,0.68,1.35,0,10,50,600,75,0.2,0.08
AC,TETA,1:01:00,146,23.08,6.32,0,0,0,0,0,1336,0.68,1.35,0,10,50,600,75,0.57,0.09
AC,TETA,1:01:00,146,33.33,9.11,0,0,0,0,0,1336,0.68,1.35,0,10,50,600,75,1.05,0.12
AC,TETA,1:01:00,146,39.39,10.8,0,0,0,0,0,1336,0.68,1.35,0,10,50,600,75,0.43,0.04
AC,TETA,1:01:00,146,9.09,2.49,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,0.24,0.1
AC,TETA,1:01:00,146,23.08,6.32,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,1.15,0.18
AC,TETA,1:01:00,146,33.33,9.11,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,1.67,0.18
AC,TETA,1:01:00,146,42.86,11.7,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,1.85,0.16
AC,BPEI,1.88:1.25:1,350,16.67,4.05,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,0.28,0.07
AC,BPEI,1.88:1.25:1,350,28.57,6.94,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,0.68,0.1
AC,BPEI,1.88:1.25:1,350,37.5,9.1,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,0.98,0.11
AC,BPEI,1.88:1.25:1,350,42.86,10.4,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,1.3,0.13
AC,BPEI,1.88:1.25:1,350,50,12.1,0,0,0,0,0,817,1.1,5.71,0,10,50,600,75,1.4,0.12
CA,TEPA,1:01:00,189,65,17.2,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,4.22,0.25
CA,TEPA,1:01:00,189,70,18.52,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,4.74,0.26
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,0,5,200,30,75,4.52,0.23
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,20,5,200,30,75,4.12,0.21
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,5.93,0.3
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,20,10,200,30,75,6.53,0.33
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,0,20,200,30,75,6.31,0.32
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,0,30,200,30,75,6.72,0.34
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,0,50,200,30,75,6.75,0.34
CA,TEPA,1:01:00,189,75,19.84,0,0,0,0,0,1072,5.7,45,0,70,200,30,75,6.77,0.34
CA,TEPA,1:01:00,189,80,21.16,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,4.05,0.19
CA,BPEI,1.81:1.52:1,600,65,15.17,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,4.06,0.27
CA,BPEI,1.81:1.52:1,600,70,16.33,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,4.26,0.26
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,0,5,200,30,75,4.93,0.23
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,20,5,200,30,75,3.84,0.22
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,4.7,0.27
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,20,10,200,30,75,5.21,0.3
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,0,20,200,30,75,4.96,0.28
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,0,30,200,30,75,5.23,0.3
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,0,50,200,30,75,5.33,0.3
CA,BPEI,1.81:1.52:1,600,75,17.5,0,0,0,0,0,1072,5.7,45,0,70,200,30,75,5.34,0.3
CA,BPEI,1.81:1.52:1,600,80,18.67,0,0,0,0,0,1072,5.7,45,0,10,200,30,75,3.67,0.2
MPS,TEPA,1:01:00,189,30,6.35,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,1.81,0.29
MPS,TEPA,1:01:00,189,40,8.47,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,3.27,0.39
MPS,TEPA,1:01:00,189,50,10.58,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,4.12,0.39
MPS,TEPA,1:01:00,189,60,12.7,0,0,0,0,0,854,1.98,8.4,0,100,80,60,35,3.66,0.32
MPS,TEPA,1:01:00,189,60,12.7,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,5.17,0.29
MPS,TEPA,1:01:00,189,60,12.7,0,0,0,0,0,854,1.98,8.4,0,100,80,60,95,4.98,0.41
MPS,TEPA,1:01:00,189,60,12.7,0,0,0,0,0,854,1.98,8.4,0,100,80,60,105,4.19,0.39
MPS,TEPA,1:01:00,189,65,13.76,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,4.16,0.3
MPS,TEPA,1:01:00,189,50,10.58,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,4.03,0.38
MPS,TEPA,1:01:00,189,60,12.91,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,4.65,0.36
MPS,TEPA,1:01:00,189,50,10.58,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,3.57,0.34
MPS,TEPA,1:01:00,189,60,12.28,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,4.51,0.37
MPS,TEPA,1:01:00,189,50,10.58,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,3.39,0.32
MPS,TEPA,1:01:00,189,50,10.58,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,2.61,0.25
SBA-15,TEPA,1:01:00,189,50,10.58,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,2.95,0.28
MPS,BPEI,1.88:1.25:1,305,60,13.5,0,0,0,0,0,854,1.98,8.4,0,100,80,60,75,3.87,0.28
PREHPD450,BPEI,1.88:1.25:1,305,13.68,3.2,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,25,0.58,0.18
PREHPD450,BPEI,1.88:1.25:1,305,13.68,3.2,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,50,1.6,0.5
PREHPD450,BPEI,1.88:1.25:1,305,13.68,3.2,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,75,1.42,0.44
PREHPD450,BPEI,1.88:1.25:1,305,36.08,8.3,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,25,3.77,0.45
PREHPD450,BPEI,1.88:1.25:1,305,36.08,8.3,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,50,3.74,0.45
PREHPD450,BPEI,1.88:1.25:1,305,36.08,8.4,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,75,3.53,0.42
PREHPD450,BPEI,1.88:1.25:1,305,45.62,10.5,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,25,3.12,0.3
PREHPD450,BPEI,1.88:1.25:1,305,45.62,10.5,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,50,3.86,0.37
PREHPD450,BPEI,1.88:1.25:1,305,45.62,10.6,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,75,4.44,0.42
PREHPD450,BPEI,1.88:1.25:1,305,53.49,12.2,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,25,2.08,0.17
PREHPD450,BPEI,1.88:1.25:1,305,53.49,12.2,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,50,2.86,0.23
PREHPD450,BPEI,1.88:1.25:1,305,53.49,12.3,0,0,0,0,0,649.4,1.8,25.6,0,15,25,30,75,4.19,0.34
MPC,PEHA,1:02:00,232,56.52,14.4,0,0,0,0,0,871,3,18.4,0,100,50,180,25,1.69,0.12
MPC,PEHA,1:02:00,232,56.52,14.4,0,0,0,0,0,871,3,18.4,0,100,50,180,50,1.32,0.09
MPC,PEHA,1:02:00,232,56.52,14.4,0,0,0,0,0,871,3,18.4,0,100,50,180,75,0.85,0.06
MPC,PEHA,1:02:00,232,56.52,14.4,0,0,0,0,0,871,3,18.4,0,100,50,180,100,0.43,0.03
MPC,PEHA,1:02:00,232,66.67,17.1,0,0,0,0,0,871,3,18.4,0,100,50,180,25,2.49,0.15
MPC,PEHA,1:02:00,232,66.67,17.1,0,0,0,0,0,871,3,18.4,0,100,50,180,50,2.7,0.16
MPC,PEHA,1:02:00,232,66.67,17.1,0,0,0,0,0,871,3,18.4,0,100,50,180,75,3.18,0.18
MPC,PEHA,1:02:00,232,66.67,17.1,0,0,0,0,0,871,3,18.4,0,100,50,180,100,1.6,0.09
